source,original_path,class,original_split,filename,bbox_location,bbox_label,split,unified_path,original_category
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\134_0.jpg,venous,test,134_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_134_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\145_0.jpg,venous,test,145_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_145_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-2-13.jpg,venous,,leg-ulcer-case-2-13.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-2-13.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\59_0.jpg,venous,train,59_0.jpg,452,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_59_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\19_0.jpg,venous,train,19_0.jpg,483,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_19_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0046.jpg,venous,,leg-ulcers-0046.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0046.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\42_2.jpg,venous,test,42_2.jpg,424,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_42_2.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0009.jpg,venous,,leg-ulcers-0009.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0009.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\87_4.jpg,venous,train,87_4.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_87_4.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\37_3.jpg,venous,test,37_3.jpg,447,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_37_3.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\47_0.jpg,venous,test,47_0.jpg,483,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_47_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0080.jpg,venous,,leg-ulcers-0080.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0080.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0001.jpg,venous,,leg-ulcers-0001.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0001.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0011.jpg,venous,,leg-ulcers-0011.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0011.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\7_0.jpg,venous,test,7_0.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_7_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\79_0.jpg,venous,train,79_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_79_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0040.jpg,venous,,leg-ulcers-0040.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0040.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\14_0.jpg,venous,train,14_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_14_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\137_0.jpg,venous,train,137_0.jpg,423,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_137_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0097.jpg,venous,,leg-ulcers-0097.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0097.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\142_0.jpg,venous,test,142_0.jpg,368,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_142_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\78_0.jpg,venous,test,78_0.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_78_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0051.jpg,venous,,leg-ulcers-0051.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0051.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-2-9.jpg,venous,,leg-ulcer-case-2-9.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-2-9.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\30_1.jpg,venous,train,30_1.jpg,371,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_30_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0050.jpg,venous,,leg-ulcers-0050.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0050.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\99_0.jpg,venous,train,99_0.jpg,478,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_99_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\98_0.jpg,venous,train,98_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_98_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\75_1.jpg,venous,test,75_1.jpg,450,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_75_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\70_0.jpg,venous,train,70_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_70_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\11_3.jpg,venous,test,11_3.jpg,367,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_11_3.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\150_0.jpg,venous,train,150_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_150_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0035.jpg,venous,,leg-ulcers-0035.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0035.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0076.jpg,venous,,leg-ulcers-0076.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0076.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0070.jpg,venous,,leg-ulcers-0070.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0070.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\64_0.jpg,venous,train,64_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_64_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\8_1.jpg,venous,train,8_1.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_8_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\5_0.jpg,venous,train,5_0.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_5_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\53_0.jpg,venous,test,53_0.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_53_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\89_0.jpg,venous,train,89_0.jpg,448,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_89_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\112_0.jpg,venous,train,112_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_112_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0090.jpg,venous,,leg-ulcers-0090.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0090.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\sloughy-leg-ulcer-0109.jpg,venous,,sloughy-leg-ulcer-0109.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_sloughy-leg-ulcer-0109.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\40_2.jpg,venous,train,40_2.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_40_2.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\137_1.jpg,venous,train,137_1.jpg,422,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_137_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\8_0.jpg,venous,train,8_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_8_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\11_4.jpg,venous,test,11_4.jpg,372,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_11_4.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\144_0.jpg,venous,train,144_0.jpg,420,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_144_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\144_1.jpg,venous,train,144_1.jpg,420,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_144_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0017.jpg,venous,,leg-ulcers-0017.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0017.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\31_0.jpg,venous,train,31_0.jpg,370,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_31_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\46_3.jpg,venous,train,46_3.jpg,268,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_46_3.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0056.jpg,venous,,leg-ulcers-0056.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0056.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\143_0.jpg,venous,train,143_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_143_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0026.jpg,venous,,leg-ulcers-0026.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0026.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\47_1.jpg,venous,test,47_1.jpg,483,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_47_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0078.jpg,venous,,leg-ulcers-0078.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0078.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\118_1.jpg,venous,train,118_1.jpg,368,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_118_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\97_1.jpg,venous,train,97_1.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_97_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\127_0.jpg,venous,train,127_0.jpg,448,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_127_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-2-3.jpg,venous,,leg-ulcer-case-2-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-2-3.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\17_0.jpg,venous,test,17_0.jpg,483,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_17_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\91_0.jpg,venous,train,91_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_91_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0064.jpg,venous,,leg-ulcers-0064.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0064.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\78_3.jpg,venous,test,78_3.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_78_3.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\10_0.jpg,venous,test,10_0.jpg,370,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_10_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\121_0.jpg,venous,test,121_0.jpg,371,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_121_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\105_0.jpg,venous,train,105_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_105_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\40_5.jpg,venous,train,40_5.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_40_5.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\132_0.jpg,venous,train,132_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_132_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\75_0.jpg,venous,test,75_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_75_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\144_3.jpg,venous,train,144_3.jpg,420,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_144_3.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\126_0.jpg,venous,train,126_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_126_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\11_2.jpg,venous,test,11_2.jpg,372,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_11_2.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\83_0.jpg,venous,train,83_0.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_83_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0039.jpg,venous,,leg-ulcers-0039.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0039.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\gravitational-ulcers.jpg,venous,,gravitational-ulcers.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_gravitational-ulcers.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0062.jpg,venous,,leg-ulcers-0062.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0062.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\32_0.jpg,venous,train,32_0.jpg,80,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_32_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\118_0.jpg,venous,train,118_0.jpg,367,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_118_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\90_0.jpg,venous,train,90_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_90_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\147_0.jpg,venous,train,147_0.jpg,46,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_147_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\93_0.jpg,venous,train,93_0.jpg,448,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_93_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0041.jpg,venous,,leg-ulcers-0041.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0041.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\33_0.jpg,venous,train,33_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_33_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\37_1.jpg,venous,test,37_1.jpg,447,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_37_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\151_0.jpg,venous,test,151_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_151_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0088.jpg,venous,,leg-ulcers-0088.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0088.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\20_0.jpg,venous,train,20_0.jpg,370,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_20_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\107_1.jpg,venous,train,107_1.jpg,421,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_107_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\122_0.jpg,venous,train,122_0.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_122_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\41_2.jpg,venous,train,41_2.jpg,420,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_41_2.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-3-8.jpg,venous,,leg-ulcer-case-3-8.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-3-8.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-3.jpg,venous,,leg-ulcer-case-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-3.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\71_0.jpg,venous,train,71_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_71_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\36_0.jpg,venous,train,36_0.jpg,448,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_36_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\V\2_0.jpg,venous,test,2_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_2_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\107_0.jpg,venous,train,107_0.jpg,418,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_107_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcer-case-2-12.jpg,venous,,leg-ulcer-case-2-12.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcer-case-2-12.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0083.jpg,venous,,leg-ulcers-0083.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0083.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\95_0.jpg,venous,train,95_0.jpg,451,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_95_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0082.jpg,venous,,leg-ulcers-0082.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0082.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\114_0.jpg,venous,train,114_0.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_114_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\118_2.jpg,venous,train,118_2.jpg,366,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_118_2.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\101_1.jpg,venous,train,101_1.jpg,47,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_101_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\69_0.jpg,venous,train,69_0.jpg,477,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_69_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0081.jpg,venous,,leg-ulcers-0081.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0081.jpg,leg-ulcer-images
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\97_2.jpg,venous,train,97_2.jpg,81,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_97_2.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\68_0.jpg,venous,train,68_0.jpg,82,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_68_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\V\45_0.jpg,venous,train,45_0.jpg,367,5,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\azh_45_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0092.jpg,venous,,leg-ulcers-0092.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0092.jpg,leg-ulcer-images
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\leg-ulcer-images\leg-ulcers-0018.jpg,venous,,leg-ulcers-0018.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\venous\medetec_leg-ulcers-0018.jpg,leg-ulcer-images
